filename,source,category,type,comments,url,isTarget,imageID
visMost798.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost798.png,0,I26
visMost592.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost592.png,0,I27
whoJ24_2.png,World Health Organization,G,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ24_2.png,0,I28
vis896.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis896.png,0,I29
vis426.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis426.png,0,I30
whoJ25_1.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ25_1.png,0,I31
visMost765.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost765.png,0,I32
whoJ25_2.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ25_2.png,0,I33
visMost280.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost280.png,0,I34
vis269.png,Visual.ly,I,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis269.png,0,I35
visMost241.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost241.png,0,I36
whoJ27_2.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ27_2.png,0,I37
whoJ34_1.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ34_1.png,0,I38
vis172.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis172.png,0,I39
vis83.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis83.png,0,I40
whoJ29_1.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ29_1.png,0,I41
visMost620.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost620.png,0,I42
vis54.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis54.png,0,I43
whoJ29_2.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ29_2.png,0,I44
vis493.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis493.png,0,I45
whoJ31.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ31.png,0,I46
vis812.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis812.png,0,I47
vis312.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis312.png,0,I48
vis941.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis941.png,0,I49
whoJ28.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ28.png,0,I50
visMost390.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost390.png,0,I51
visMost566.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost566.png,0,I52
vis30.png,Visual.ly,I,Points,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis30.png,0,I53
visMost636.png,Visual.ly,I,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost636.png,0,I54
vis517.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis517.png,0,I55
visMost191.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost191.png,0,I56
visMost281.png,Visual.ly,I,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost281.png,0,I57
visMost711.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost711.png,0,I58
whoJ45_1.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ45_1.png,0,I59
visMost730.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost730.png,0,I60
whoJ45_2.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ45_2.png,0,I61
vis567.png,Visual.ly,I,Trees and Networks,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis567.png,0,I62
vis973.png,Visual.ly,I,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis973.png,0,I63
visMost121.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost121.png,0,I64
vis936.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis936.png,0,I65
visMost138.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost138.png,0,I66
vis731.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis731.png,0,I67
vis537.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis537.png,0,I68
visMost72.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost72.png,0,I69
visMost159.png,Visual.ly,I,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost159.png,0,I70
vis888.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis888.png,0,I71
vis415.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis415.png,0,I72
visMost480.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost480.png,0,I73
visMost325.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost325.png,0,I74
visMost210.png,Visual.ly,I,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost210.png,0,I75
visMost224.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost224.png,0,I76
vis866.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis866.png,0,I77
visMost818.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost818.png,0,I78
visMost542.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost542.png,0,I79
visMost185.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost185.png,0,I80
vis204.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis204.png,0,I81
visMost690.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost690.png,0,I82
visMost65.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost65.png,0,I83
whoJ41.png,World Health Organization,G,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ41.png,0,I84
visMost97.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost97.png,0,I85
vis547.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis547.png,0,I86
visMost380.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost380.png,0,I87
vis45.png,Visual.ly,I,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis45.png,0,I88
vis441.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis441.png,0,I89
whoJ42.png,World Health Organization,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ42.png,0,I90
vis177.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis177.png,0,I91
vis462.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis462.png,0,I92
vis104.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis104.png,0,I93
visMost679.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost679.png,0,I94
visMost573.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost573.png,0,I95
whoJ43_1.png,World Health Organization,G,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ43_1.png,0,I96
visMost621.png,Visual.ly,I,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost621.png,0,I97
vis983.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis983.png,0,I98
vis97.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis97.png,0,I99
visMost70.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost70.png,0,I100
visMost206.png,Visual.ly,I,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost206.png,0,I101
vis663.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis663.png,0,I102
visMost369.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost369.png,0,I103
visMost780.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost780.png,0,I104
visMost340.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost340.png,0,I105
visMost156.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost156.png,0,I106
wsj293.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj293.png,0,I107
wsj53.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj53.png,0,I108
wsj425.png,Wall Street Journal,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj425.png,0,I109
wsj560.png,Wall Street Journal,N,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj560.png,0,I110
wsj367.png,Wall Street Journal,N,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj367.png,0,I111
wsj303.png,Wall Street Journal,N,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj303.png,0,I112
wsj371.png,Wall Street Journal,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj371.png,0,I113
whoJ03.png,World Health Organization,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ03.png,0,I114
wsj222.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj222.png,0,I115
wsj84.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj84.png,0,I116
wsj440.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj440.png,0,I117
wsj375.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj375.png,0,I118
wsj165.png,Wall Street Journal,N,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj165.png,0,I119
wsj466.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj466.png,0,I120
wsj490.png,Wall Street Journal,N,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj490.png,0,I121
whoJ06.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ06.png,0,I122
whoJ08.png,World Health Organization,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ08.png,0,I123
wsj357.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj357.png,0,I124
whoJ10.png,World Health Organization,G,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ10.png,0,I125
wsj265.png,Wall Street Journal,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj265.png,0,I126
wsj451.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj451.png,0,I127
whoJ11.png,World Health Organization,G,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ11.png,0,I128
wsj329.png,Wall Street Journal,N,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj329.png,0,I129
wsj92.png,Wall Street Journal,N,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj92.png,0,I130
wsj138.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj138.png,0,I131
wsj545.png,Wall Street Journal,N,Grid / Matrix,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj545.png,0,I132
wsj256.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj256.png,0,I133
whoJ01_2.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ01_2.png,0,I134
wsj559.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj559.png,0,I135
whoJ02.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ02.png,0,I136
wsj408.png,Wall Street Journal,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj408.png,0,I137
wsj266.png,Wall Street Journal,N,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj266.png,0,I138
wsj41.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj41.png,0,I139
wsj47.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj47.png,0,I140
wsj302.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj302.png,0,I141
wsj421.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj421.png,0,I142
wsj67.png,Wall Street Journal,N,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj67.png,0,I143
wsj502.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj502.png,0,I144
wsj468.png,Wall Street Journal,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj468.png,0,I145
wsj134.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj134.png,0,I146
wsj58.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj58.png,0,I147
wsj590.png,Wall Street Journal,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj590.png,0,I148
wsj401.png,Wall Street Journal,N,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj401.png,0,I149
wsj607.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj607.png,0,I150
wsj56.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj56.png,0,I151
wsj424.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj424.png,0,I152
wsj503.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj503.png,0,I153
wsj439.png,Wall Street Journal,N,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj439.png,0,I154
wsj435.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj435.png,0,I155
wsj343.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj343.png,0,I156
visMost24.png,Visual.ly,I,Trees and Networks,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost24.png,0,I157
wsj397.png,Wall Street Journal,N,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj397.png,0,I158
wsj496.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj496.png,0,I159
vis797.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis797.png,0,I160
vis159.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis159.png,0,I161
vis647.png,Visual.ly,I,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis647.png,0,I162
visMost91.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost91.png,0,I163
whoJ22_1.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ22_1.png,0,I164
visMost419.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost419.png,0,I165
vis602.png,Visual.ly,I,Grid / Matrix,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis602.png,0,I166
vis529.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis529.png,0,I167
vis796.png,Visual.ly,I,Trees and Networks,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis796.png,0,I168
vis554.png,Visual.ly,I,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis554.png,0,I169
vis38.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis38.png,0,I170
visMost589.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost589.png,0,I171
visMost393.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost393.png,0,I172
vis394.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis394.png,0,I173
vis531.png,Visual.ly,I,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis531.png,0,I174
visMost652.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost652.png,0,I175
whoJ24_1.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ24_1.png,0,I176
visMost773.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost773.png,0,I177
visMost804.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost804.png,0,I178
visMost641.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost641.png,0,I179
vis530.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis530.png,0,I180
visMost760.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost760.png,0,I181
vis714.png,Visual.ly,I,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis714.png,0,I182
visMost386.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost386.png,0,I183
vis389.png,Visual.ly,I,Grid / Matrix,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis389.png,0,I184
vis481.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis481.png,0,I185
wsj465.png,Wall Street Journal,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj465.png,0,I186
wsj514.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj514.png,0,I187
wsj486.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj486.png,0,I188
whoJ13_1.png,World Health Organization,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ13_1.png,0,I189
wsj515.png,Wall Street Journal,N,Text Based,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj515.png,0,I190
visMost330.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost330.png,0,I191
whoJ14_1.png,World Health Organization,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ14_1.png,0,I192
vis3.png,Visual.ly,I,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis3.png,0,I193
vis863.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis863.png,0,I194
visMost672.png,Visual.ly,I,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost672.png,0,I195
vis507.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis507.png,0,I196
visMost392.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost392.png,0,I197
vis627.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis627.png,0,I198
visMost28.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost28.png,0,I199
visMost16.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost16.png,0,I200
vis940.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis940.png,0,I201
visMost597.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost597.png,0,I202
vis491.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis491.png,0,I203
vis463.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis463.png,0,I204
visMost76.png,Visual.ly,I,Trees and Networks,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost76.png,0,I205
visMost199.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost199.png,0,I206
whoJ19.png,World Health Organization,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ19.png,0,I207
whoJ20_2.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ20_2.png,0,I208
wsj569.png,Wall Street Journal,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj569.png,0,I209
visMost102.png,Visual.ly,I,Trees and Networks,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost102.png,0,I210
visMost748.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost748.png,0,I211
vis408.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis408.png,0,I212
vis575.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis575.png,0,I213
visMost547.png,Visual.ly,I,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost547.png,0,I214
