filename,source,category,type,comments,url,isTarget,imageID
economist_daily_chart_134.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_134.png,0,I47
economist_daily_chart_276.png,Economist Daily,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_276.png,0,I48
visMost773.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost773.png,0,I49
v488_n7410_13_f5.png,Nature,S,Trees and Networks,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7410_13_f5.png,0,I50
visMost100.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost100.png,0,I51
whoB36_2.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB36_2.png,0,I52
whoQ04.png,World Health Organization,G,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ04.png,0,I53
visMost441.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost441.png,0,I54
economist_daily_chart_278.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_278.png,0,I55
visMost181.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost181.png,0,I56
treasuryJ01_1.png,US Department of the Treasury,G,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryJ01_1.png,0,I57
vis138.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis138.png,0,I58
whoB25_1.png,World Health Organization,G,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB25_1.png,0,I59
whoQ03.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ03.png,0,I60
wsj58.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj58.png,0,I61
whoN21_2.png,World Health Organization,G,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN21_2.png,0,I62
economist_daily_chart_497.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_497.png,0,I63
visMost297.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost297.png,0,I64
whoQ58_8.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ58_8.png,0,I65
whoN35_2.png,World Health Organization,G,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN35_2.png,0,I66
whoJ27_2.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ27_2.png,0,I67
whoO17_1.png,World Health Organization,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoO17_1.png,0,I68
v490_n7420_7_f3.png,Nature,S,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7420_7_f3.png,0,I69
whoK16_1.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK16_1.png,0,I70
whoN12_2.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN12_2.png,0,I71
wsj247.png,Wall Street Journal,N,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj247.png,0,I72
whoK28.png,World Health Organization,G,Distribution,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK28.png,0,I73
economist_daily_chart_485.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_485.png,0,I74
v483_n7391_1_f3.png,Nature,S,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7391_1_f3.png,0,I75
vis739.png,Visual.ly,I,Distribution,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis739.png,0,I76
whoQ42_7.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ42_7.png,0,I77
wsj311.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj311.png,0,I78
economist_daily_chart_307.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_307.png,0,I79
wsj532.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj532.png,0,I80
wsj454.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj454.png,0,I81
whoK24_2.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK24_2.png,0,I82
vis462.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis462.png,0,I83
v488_n7409_8_f1.png,Nature,S,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7409_8_f1.png,0,I84
whoO13.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoO13.png,0,I85
whoN01.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN01.png,0,I86
wsj401.png,Wall Street Journal,N,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj401.png,0,I87
vis224.png,Visual.ly,I,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis224.png,0,I88
visMost78.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost78.png,0,I89
economist_daily_chart_22.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_22.png,0,I90
economist_daily_chart_396.png,Economist Daily,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_396.png,0,I91
treasuryD09.png,US Department of the Treasury,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryD09.png,0,I92
wsj302.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj302.png,0,I93
visMost225.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost225.png,0,I94
treasuryL09_1.png,US Department of the Treasury,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryL09_1.png,0,I95
economist_daily_chart_327.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_327.png,0,I96
economist_daily_chart_460.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_460.png,0,I97
v484_n7395_11_f2.png,Nature,S,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v484_n7395_11_f2.png,0,I98
whoN17.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN17.png,0,I99
wsj338.png,Wall Street Journal,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj338.png,0,I100
economist_daily_chart_503.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_503.png,0,I101
vis567.png,Visual.ly,I,Trees and Networks,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis567.png,0,I102
v485_n7400_7_f3.png,Nature,S,Points,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v485_n7400_7_f3.png,0,I103
economist_daily_chart_76.png,Economist Daily,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_76.png,0,I104
wsj581.png,Wall Street Journal,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj581.png,0,I105
whoQ49_2.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ49_2.png,0,I106
visMost632.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost632.png,0,I107
visMost617.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost617.png,0,I108
economist_daily_chart_322.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_322.png,0,I109
economist_daily_chart_190.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_190.png,0,I110
visMost95.png,Visual.ly,I,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost95.png,0,I111
visMost85.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost85.png,0,I112
whoQ12_1.png,World Health Organization,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ12_1.png,0,I113
economist_daily_chart_304.png,Economist Daily,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_304.png,0,I114
economist_daily_chart_401.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_401.png,0,I115
economist_daily_chart_65.png,Economist Daily,N,Points,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_65.png,0,I116
whoQ54_2.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ54_2.png,0,I117
vis973.png,Visual.ly,I,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis973.png,0,I118
wsj467.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj467.png,0,I119
visMost603.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost603.png,0,I120
wsj545.png,Wall Street Journal,N,Grid / Matrix,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj545.png,0,I121
economist_daily_chart_265.png,Economist Daily,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_265.png,0,I122
whoN02.png,World Health Organization,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN02.png,0,I123
treasuryD07_4.png,US Department of the Treasury,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryD07_4.png,0,I124
wsj421.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj421.png,0,I125
economist_daily_chart_201.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_201.png,0,I126
v487_n7405_9_f1.png,Nature,S,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v487_n7405_9_f1.png,0,I127
wsj519.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj519.png,0,I128
vis529.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis529.png,0,I129
v490_n7419_13_f3.png,Nature,S,Points,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7419_13_f3.png,0,I130
economist_daily_chart_80.png,Economist Daily,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_80.png,0,I131
vis941.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis941.png,0,I132
v482_n7386_10_f2.png,Nature,S,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v482_n7386_10_f2.png,0,I133
wsj492.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj492.png,0,I134
whoN30.png,World Health Organization,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN30.png,0,I135
economist_daily_chart_162.png,Economist Daily,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_162.png,0,I136
whoQ23_2.png,World Health Organization,G,Points,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ23_2.png,0,I137
wsj56.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj56.png,0,I138
v483_n7388_5_f3.png,Nature,S,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7388_5_f3.png,0,I139
whoQ29_1.png,World Health Organization,G,Distribution,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ29_1.png,0,I140
whoO10_2.png,World Health Organization,G,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoO10_2.png,0,I141
v484_n7395_9_f4.png,Nature,S,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v484_n7395_9_f4.png,0,I142
v483_n7388_11_f1.png,Nature,S,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7388_11_f1.png,0,I143
economist_daily_chart_245.png,Economist Daily,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_245.png,0,I144
whoQ46_8.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ46_8.png,0,I145
economist_daily_chart_466.png,Economist Daily,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_466.png,0,I146
v488_n7410_18_f1.png,Nature,S,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7410_18_f1.png,0,I147
v485_n7398_7_f3.png,Nature,S,Distribution,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v485_n7398_7_f3.png,0,I148
wsj352.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj352.png,0,I149
whoN35_3.png,World Health Organization,G,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN35_3.png,0,I150
treasuryD06_3.png,US Department of the Treasury,G,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryD06_3.png,0,I151
v485_n7398_3_f4.png,Nature,S,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v485_n7398_3_f4.png,0,I152
economist_daily_chart_397.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_397.png,0,I153
economist_daily_chart_527.png,Economist Daily,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_527.png,0,I154
v490_n7418_12_f3.png,Nature,S,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7418_12_f3.png,0,I155
wsj451.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj451.png,0,I156
whoQ46_7.png,World Health Organization,G,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ46_7.png,0,I157
whoB17_1.png,World Health Organization,G,Distribution,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB17_1.png,0,I158
v488_n7410_18_f2.png,Nature,S,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7410_18_f2.png,0,I159
visMost413.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost413.png,0,I160
v486_n7403_5_f5.png,Nature,S,Grid / Matrix,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v486_n7403_5_f5.png,0,I161
economist_daily_chart_489.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_489.png,0,I162
economist_daily_chart_197.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_197.png,0,I163
v487_n7407_7_f2.png,Nature,S,Grid / Matrix,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v487_n7407_7_f2.png,0,I164
whoB10_1.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB10_1.png,0,I165
economist_daily_chart_359.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_359.png,0,I166
vis925.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis925.png,0,I167
wsj402.png,Wall Street Journal,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj402.png,0,I168
v483_n7387_13_f2.png,Nature,S,Grid / Matrix,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7387_13_f2.png,0,I169
v487_n7405_9_f2.png,Nature,S,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v487_n7405_9_f2.png,0,I170
visMost107.png,Visual.ly,I,Grid / Matrix,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost107.png,0,I171
whoK23_1.png,World Health Organization,G,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK23_1.png,0,I172
economist_daily_chart_263.png,Economist Daily,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_263.png,0,I173
v486_n7401_9_f7.png,Nature,S,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v486_n7401_9_f7.png,0,I174
wsj487.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj487.png,0,I175
economist_daily_chart_179.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_179.png,0,I176
whoB34_1.png,World Health Organization,G,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB34_1.png,0,I177
economist_daily_chart_173.png,Economist Daily,N,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_173.png,0,I178
visMost184.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost184.png,0,I179
vis547.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis547.png,0,I180
wsj269.png,Wall Street Journal,N,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj269.png,0,I181
wsj439.png,Wall Street Journal,N,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj439.png,0,I182
v487_n7406_16_f4.png,Nature,S,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v487_n7406_16_f4.png,0,I183
vis289.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis289.png,0,I184
v490_n7419_1_f5.png,Nature,S,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7419_1_f5.png,0,I185
wsj93.png,Wall Street Journal,N,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj93.png,0,I186
vis198.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis198.png,0,I187
visMost589.png,Visual.ly,I,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost589.png,0,I188
v490_n7420_13_f1.png,Nature,S,Maps,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7420_13_f1.png,0,I189
v488_n7409_12_f4.png,Nature,S,Trees and Networks,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7409_12_f4.png,0,I190
wsj22.png,Wall Street Journal,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj22.png,0,I191
vis88.png,Visual.ly,I,Circles,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis88.png,0,I192
whoN04_2.png,World Health Organization,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN04_2.png,0,I193
visMost318.png,Visual.ly,I,Diagrams,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost318.png,0,I194
economist_daily_chart_51.png,Economist Daily,N,Lines,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_51.png,0,I195
economist_daily_chart_377.png,Economist Daily,N,Bars,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_377.png,0,I196
whoB13_1.png,World Health Organization,G,Table,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB13_1.png,0,I197
economist_daily_chart_137.png,Economist Daily,N,Area,,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_137.png,0,I198
